n,pos,pos_rate,tp,fp,fn,tn,precision,recall,f1,ap,brier,pred_pos,pred_rate,slice_var,slice_value,delta_f1_global,fp_rate_among_neg,fn_rate_among_pos
79,30,0.379746835443038,30,27,0,22,0.5263157894736842,1.0,0.6896551724137931,0.8486448485574595,0.1527762444256987,57,0.7215189873417721,week_of_year,19,0.1148156345447302,0.5510204081632653,0.0
72,30,0.4166666666666667,26,20,4,22,0.5652173913043478,0.8666666666666667,0.6842105263157895,0.7667794280103851,0.1861146383542619,46,0.6388888888888888,week_of_year,20,0.1093709884467265,0.4761904761904761,0.1333333333333333
81,28,0.345679012345679,19,13,9,40,0.59375,0.6785714285714286,0.6333333333333333,0.7996635680937217,0.1519908322561655,32,0.3950617283950617,week_of_year,21,0.0584937954642703,0.2452830188679245,0.3214285714285714
76,21,0.2763157894736842,13,9,8,46,0.5909090909090909,0.6190476190476191,0.6046511627906976,0.683605682004212,0.1432283747193867,22,0.2894736842105263,week_of_year,22,0.0298116249216346,0.1636363636363636,0.3809523809523809
82,33,0.4024390243902439,18,3,15,46,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.8016076909227883,0.1732000160583018,21,0.2560975609756097,week_of_year,23,0.0918271287976036,0.0612244897959183,0.4545454545454545
85,41,0.4823529411764706,22,8,19,36,0.7333333333333333,0.5365853658536586,0.6197183098591549,0.8237150721707048,0.2103060860076991,30,0.3529411764705882,week_of_year,24,0.0448787719900919,0.1818181818181818,0.4634146341463415
84,51,0.6071428571428571,25,12,26,21,0.6756756756756757,0.4901960784313725,0.5681818181818182,0.7977433166878298,0.3085099304248184,37,0.4404761904761904,week_of_year,25,-0.0066577196872447,0.3636363636363636,0.5098039215686274
76,39,0.5131578947368421,15,10,24,27,0.6,0.3846153846153846,0.46875,0.6763160560444109,0.2940806703632434,25,0.3289473684210526,week_of_year,26,-0.1060895378690629,0.2702702702702703,0.6153846153846154
84,38,0.4523809523809524,18,4,20,42,0.8181818181818182,0.4736842105263157,0.6,0.806507518266453,0.2182993789396372,22,0.2619047619047619,week_of_year,27,0.025160462130937,0.0869565217391304,0.5263157894736842
83,29,0.3493975903614458,17,9,12,45,0.6538461538461539,0.5862068965517241,0.6181818181818182,0.774052614025015,0.1668610775319982,26,0.3132530120481928,week_of_year,28,0.0433422803127552,0.1666666666666666,0.4137931034482758
