n,pos,pos_rate,tp,fp,fn,tn,precision,recall,f1,ap,brier,pred_pos,pred_rate,slice_var,slice_value,delta_f1_global,fp_rate_among_neg,fn_rate_among_pos
87,30,0.3448275862068966,24,15,6,42,0.6153846153846154,0.8,0.6956521739130435,0.8158710222795788,0.1619951928345823,39,0.4482758620689655,week_of_year,29,0.1208126360439805,0.2631578947368421,0.2
95,26,0.2736842105263158,18,10,8,59,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.8086726961074961,0.1243889448211389,28,0.2947368421052631,week_of_year,30,0.0918271287976036,0.144927536231884,0.3076923076923077
103,33,0.3203883495145631,19,10,14,60,0.6551724137931034,0.5757575757575758,0.6129032258064516,0.7543091695034183,0.1617330361423693,29,0.2815533980582524,week_of_year,31,0.0380636879373886,0.1428571428571428,0.4242424242424242
102,28,0.2745098039215686,17,20,11,54,0.4594594594594595,0.6071428571428571,0.5230769230769231,0.7171585377318769,0.1401017567035063,37,0.3627450980392157,week_of_year,32,-0.0517626147921398,0.2702702702702703,0.3928571428571428
96,31,0.3229166666666667,20,6,11,59,0.7692307692307693,0.6451612903225806,0.7017543859649122,0.8022895150426002,0.145156385838826,26,0.2708333333333333,week_of_year,33,0.1269148480958493,0.0923076923076923,0.3548387096774194
110,48,0.4363636363636363,35,16,13,46,0.6862745098039216,0.7291666666666666,0.7070707070707071,0.8227619419476522,0.1825425180845054,51,0.4636363636363636,week_of_year,34,0.1322311692016441,0.2580645161290322,0.2708333333333333
95,21,0.2210526315789473,16,16,5,58,0.5,0.7619047619047619,0.6037735849056604,0.7378310295470745,0.1074806717799239,32,0.3368421052631579,week_of_year,35,0.0289340470365974,0.2162162162162162,0.238095238095238
106,20,0.1886792452830188,12,16,8,70,0.4285714285714285,0.6,0.5,0.6285988185526777,0.1060262502192911,28,0.2641509433962264,week_of_year,36,-0.0748395378690629,0.1860465116279069,0.4
110,27,0.2454545454545454,19,12,8,71,0.6129032258064516,0.7037037037037037,0.6551724137931034,0.768051960731968,0.1246214543236129,31,0.2818181818181818,week_of_year,37,0.0803328759240404,0.144578313253012,0.2962962962962963
112,25,0.2232142857142857,17,13,8,74,0.5666666666666667,0.68,0.6181818181818182,0.7622763518638686,0.1061076085884553,30,0.2678571428571428,week_of_year,38,0.0433422803127552,0.1494252873563218,0.32
104,25,0.2403846153846154,17,13,8,66,0.5666666666666667,0.68,0.6181818181818182,0.7387946433716874,0.1171050134750378,30,0.2884615384615384,week_of_year,39,0.0433422803127552,0.1645569620253164,0.32
93,21,0.2258064516129032,17,21,4,51,0.4473684210526316,0.8095238095238095,0.576271186440678,0.8150734252707938,0.1031754851340048,38,0.4086021505376344,week_of_year,40,0.001431648571615,0.2916666666666667,0.1904761904761904
108,28,0.2592592592592592,19,10,9,70,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.8200479627374437,0.1096376344434434,29,0.2685185185185185,week_of_year,41,0.0918271287976036,0.125,0.3214285714285714
192,52,0.2708333333333333,41,40,11,100,0.5061728395061729,0.7884615384615384,0.6165413533834586,0.7311691360731498,0.1341162430102037,81,0.421875,week_of_year,42,0.0417018155143956,0.2857142857142857,0.2115384615384615
202,49,0.2425742574257425,26,36,23,117,0.4193548387096774,0.5306122448979592,0.4684684684684684,0.6216473313059429,0.1410193778327177,62,0.3069306930693069,week_of_year,43,-0.1063710694005944,0.2352941176470588,0.4693877551020408
194,58,0.2989690721649484,47,47,11,89,0.5,0.8103448275862069,0.618421052631579,0.7498407043204043,0.141309027384727,94,0.4845360824742268,week_of_year,44,0.043581514762516,0.3455882352941176,0.1896551724137931
219,78,0.3561643835616438,55,41,23,100,0.5729166666666666,0.7051282051282052,0.632183908045977,0.7869359305192521,0.1488780535189046,96,0.4383561643835616,week_of_year,45,0.057344370176914,0.2907801418439716,0.2948717948717949
199,54,0.271356783919598,44,64,10,81,0.4074074074074074,0.8148148148148148,0.5432098765432098,0.731773843266031,0.1323803521489973,108,0.542713567839196,week_of_year,46,-0.0316296613258531,0.4413793103448276,0.1851851851851851
227,75,0.3303964757709251,64,63,11,89,0.5039370078740157,0.8533333333333334,0.6336633663366337,0.8149417716170662,0.1395064889421937,127,0.5594713656387665,week_of_year,47,0.0588238284675707,0.4144736842105263,0.1466666666666666
216,58,0.2685185185185185,47,77,11,81,0.3790322580645161,0.8103448275862069,0.5164835164835165,0.6623681595145408,0.1463767012713631,124,0.5740740740740741,week_of_year,48,-0.0583560213855464,0.4873417721518987,0.1896551724137931
205,64,0.3121951219512195,54,68,10,73,0.4426229508196721,0.84375,0.5806451612903226,0.7388831715084898,0.1502859328555943,122,0.5951219512195122,week_of_year,49,0.0058056234212596,0.4822695035460992,0.15625
198,59,0.2979797979797979,46,67,13,72,0.4070796460176991,0.7796610169491526,0.5348837209302325,0.6886349126687669,0.1545896171493236,113,0.5707070707070707,week_of_year,50,-0.0399558169388304,0.4820143884892086,0.2203389830508474
197,70,0.3553299492385787,58,57,12,70,0.5043478260869565,0.8285714285714286,0.6270270270270271,0.7778877262314506,0.1576741644146434,115,0.583756345177665,week_of_year,51,0.0521874891579641,0.4488188976377952,0.1714285714285714
158,40,0.2531645569620253,34,47,6,71,0.419753086419753,0.85,0.5619834710743802,0.6646156906049555,0.1405440057033831,81,0.5126582278481012,week_of_year,52,-0.0128560667946827,0.3983050847457627,0.15
1238,415,0.3352180936995153,356,452,59,371,0.4405940594059406,0.8578313253012049,0.5821749795584628,0.6799802301405707,0.1704362280338937,808,0.6526655896607432,day_of_week,0,0.0073354416893998,0.5492102065613609,0.1421686746987951
1232,367,0.2978896103896103,313,481,54,384,0.3942065491183879,0.8528610354223434,0.5391903531438416,0.6341271307388074,0.1665666293719487,794,0.6444805194805194,day_of_week,1,-0.0356491847252213,0.5560693641618497,0.1471389645776566
1322,425,0.321482602118003,376,467,49,430,0.4460260972716489,0.8847058823529412,0.5930599369085173,0.6673906828838764,0.1687894435056605,843,0.6376701966717095,day_of_week,2,0.0182203990394543,0.5206243032329989,0.1152941176470588
1229,393,0.3197721724979658,335,436,58,400,0.4345006485084306,0.8524173027989822,0.5756013745704467,0.660049459662455,0.1707782170402167,771,0.6273393002441009,day_of_week,3,0.0007618367013837,0.5215311004784688,0.1475826972010178
1161,384,0.330749354005168,313,425,71,352,0.4241192411924119,0.8151041666666666,0.5579322638146168,0.6761628362562611,0.1705825971169087,738,0.6356589147286822,day_of_week,4,-0.0169072740544461,0.546975546975547,0.1848958333333333
1038,344,0.3314065510597302,286,345,58,349,0.4532488114104596,0.8313953488372093,0.5866666666666667,0.6435222546737578,0.1754348034884383,631,0.6078998073217726,day_of_week,5,0.0118271287976037,0.4971181556195965,0.1686046511627907
892,302,0.3385650224215246,260,315,42,275,0.4521739130434782,0.8609271523178808,0.5929304446978335,0.6492664666249532,0.1767294360292806,575,0.6446188340807175,day_of_week,6,0.0180909068287705,0.5338983050847458,0.1390728476821192
8112,2630,0.3242110453648915,2239,2921,391,2561,0.4339147286821705,0.8513307984790874,0.5748395378690629,0.6597358455229672,0.1709845400592898,5160,0.636094674556213,hour_bin,00-05_madrugada,0.0,0.5328347318496899,0.1486692015209125
6182,1984,0.320931737301844,1693,2261,291,1937,0.4281740010116338,0.8533266129032258,0.5702256652071405,0.6641326097757143,0.1694083801361763,3954,0.6395988353283727,dow_type,weekday,-0.0046138726619224,0.53858980466889,0.1466733870967742
1930,646,0.3347150259067357,546,660,100,624,0.4527363184079602,0.8452012383900929,0.5896328293736501,0.6461993564325229,0.1760331517922887,1206,0.6248704663212435,dow_type,weekend,0.0147932915045871,0.514018691588785,0.1547987616099071
8112,2630,0.3242110453648915,2239,2921,391,2561,0.4339147286821705,0.8513307984790874,0.5748395378690629,0.6597358455229672,0.1709845400592898,5160,0.636094674556213,night_type,night,0.0,0.5328347318496899,0.1486692015209125
4952,1426,0.2879644588045234,1035,2247,391,1279,0.3153564899451554,0.7258064516129032,0.4396771452846219,0.330820991612653,0.2203394272811936,3282,0.6627625201938611,duration_missing,duration_missing,-0.135162392584441,0.6372660238230289,0.2741935483870967
3160,1204,0.3810126582278481,1204,674,0,1282,0.6411075612353567,1.0,0.781310837118754,0.8987520779003648,0.0936410585647115,1878,0.5943037974683544,duration_missing,duration_present,0.2064712992496911,0.3445807770961145,0.0
4952,1426,0.2879644588045234,1035,2247,391,1279,0.3153564899451554,0.7258064516129032,0.4396771452846219,0.330820991612653,0.2203394272811936,3282,0.6627625201938611,duration_bin,missing,-0.135162392584441,0.6372660238230289,0.2741935483870967
1324,505,0.3814199395770393,505,357,0,462,0.58584686774942,1.0,0.7388441843452817,0.7791359871055961,0.1267801373341633,862,0.6510574018126888,duration_bin,4-12h,0.1640046464762187,0.4358974358974359,0.0
486,309,0.6358024691358025,309,176,0,1,0.6371134020618556,1.0,0.7783375314861462,0.8887689904577374,0.1605210769283411,485,0.9979423868312756,duration_bin,12-48h,0.2034979936170832,0.9943502824858758,0.0
411,390,0.948905109489051,390,21,0,0,0.948905109489051,1.0,0.9737827715355806,0.9752407342772724,0.0722263765579683,411,1.0,duration_bin,>48h,0.3989432336665176,1.0,0.0
