system,evaluation,threshold,f1,precision,recall,average_precision,balanced_accuracy,brier,tp,fp,fn,tn,weighted_cost_fp_plus_3fn,alert_rate,f1_ci95_low,f1_ci95_high,precision_ci95_low,precision_ci95_high,recall_ci95_low,recall_ci95_high,average_precision_ci95_low,average_precision_ci95_high,brier_ci95_low,brier_ci95_high
BAU_rule_frozen_vS7,chronological_holdout,0.5,0.492057889163431,0.32923948984411905,0.973463687150838,0.3562496095167777,0.4953823626065609,0.4275254049051365,697,1420,19,25,1477,0.979639055992596,0.46930069521438467,0.513410921884715,0.3093693938414209,0.34878277375540917,0.9607298645719881,0.984540240443117,0.3300559706190356,0.3830747636267517,0.41638732184174,0.4396060596945859
sprint10-logreg-leakage-safe-v1,chronological_holdout,0.24499999999999988,0.5030395136778115,0.3455114822546973,0.9245810055865922,0.4351663893059101,0.52838046819122,0.22108999515531352,662,1254,54,191,1416,0.8866265617769551,0.47925386676890347,0.5271433919880195,0.32440131101771535,0.3679755317434917,0.9050279329608939,0.9437563774148788,0.40056664019776433,0.471169398373139,0.21499213959811447,0.2270739991629614
