method,completed_trials,best_f1,mean_f1,best_ap,mean_seconds,pruned_trials
bayesian_gp_ucb,12,0.4985833561154505,0.48611594688321563,0.4525434714452254,0.83625,0.0
random_search,10,0.4985833561154505,0.4631848613839399,0.4543613016558834,1.0638999999999998,2.0
