incident_id,year,quarter,month,week_of_year,area,priority,type_of_incident,trouble_type,incident_type,network_id,branch_id,route_id,duration_hours,status,reason_group,kpi,label_over_time,label_critical
INC_00001,2024,1,1,4,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_001,ROUTE_001,364.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00002,2024,1,1,5,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_002,ROUTE_002,917.0,CLOSED,NATURAL_EVENT,Over Time,1,1
INC_00003,2024,1,2,5,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_003,1320.5,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00004,2024,1,2,6,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_004,ROUTE_004,1373.4,CLOSED,EQUIPMENT,Over Time,1,0
INC_00005,2024,1,2,6,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_005,ROUTE_005,310.0,CLOSED,OTHER,Over Time,1,1
INC_00006,2024,1,2,8,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_006,ROUTE_006,76.3,CLOSED,EQUIPMENT,Over Time,1,0
INC_00007,2024,1,2,8,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_007,ROUTE_007,63.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00008,2024,1,2,8,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_008,ROUTE_008,13.0,CLOSED,CONFIGURATION,On Time,0,0
INC_00009,2024,1,2,8,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_009,ROUTE_009,179.0,CLOSED,RECOVERED_ITSELF,Over Time,1,1
INC_00010,2024,1,2,8,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_010,179.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00011,2024,1,2,9,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_004,ROUTE_011,149.0,CLOSED,EQUIPMENT,Over Time,1,1
INC_00012,2024,1,3,10,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_011,ROUTE_012,81.5,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00013,2024,1,3,11,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_012,ROUTE_013,203.78,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00014,2024,1,3,11,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_010,ROUTE_014,499.0,CLOSED,OTHER,Over Time,1,0
INC_00015,2024,1,3,11,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_013,ROUTE_015,8.0,CLOSED,OTHER,On Time,0,0
INC_00016,2024,1,3,11,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_014,ROUTE_015,516.72,CLOSED,OTHER,Over Time,1,0
INC_00017,2024,1,3,11,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_005,ROUTE_016,109.37,CLOSED,EQUIPMENT,Over Time,1,0
INC_00018,2024,1,3,11,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_017,175.0,CLOSED,EQUIPMENT,Over Time,1,1
INC_00019,2024,1,3,12,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_011,ROUTE_018,30.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00020,2024,1,3,12,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_012,ROUTE_019,771.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00021,2024,1,3,12,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_020,19.53,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00022,2024,1,3,12,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_003,ROUTE_021,127.57,CLOSED,EQUIPMENT,Over Time,1,0
INC_00023,2024,1,3,12,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_022,90.0,CLOSED,EQUIPMENT,Over Time,1,1
INC_00024,2024,1,3,13,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_015,ROUTE_023,16.5,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00025,2024,1,3,13,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_009,ROUTE_024,250.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00026,2024,1,3,13,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_004,ROUTE_011,140.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00027,2024,1,3,13,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_025,470.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00028,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_008,ROUTE_026,3.08,CLOSED,CABLE_FIBER,On Time,0,1
INC_00029,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_027,4.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00030,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_016,ROUTE_028,20.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00031,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_029,1.82,CLOSED,CABLE_FIBER,On Time,0,1
INC_00032,2024,1,3,13,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_007,ROUTE_030,153.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00033,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_009,ROUTE_031,3.77,CLOSED,CABLE_FIBER,On Time,0,1
INC_00034,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_032,13.57,CLOSED,OTHER,Over Time,1,1
INC_00035,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_033,6.13,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00036,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_034,7.22,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00037,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_035,6.93,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00038,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_019,ROUTE_036,4.0,CLOSED,NATURAL_EVENT,On Time,0,1
INC_00039,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_037,8.02,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00040,2024,1,3,13,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_037,20.5,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00041,2024,1,3,13,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_038,908.0,CLOSED,OTHER,Over Time,1,0
INC_00042,2024,1,3,13,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_012,ROUTE_039,10.65,CLOSED,EQUIPMENT,On Time,0,0
INC_00043,2024,1,3,13,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_040,1.0,CLOSED,OTHER,On Time,0,1
INC_00044,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_007,ROUTE_041,15.87,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00045,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_020,ROUTE_042,4.17,CLOSED,CABLE_FIBER,On Time,0,1
INC_00046,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_043,5.87,CLOSED,CABLE_FIBER,On Time,0,1
INC_00047,2024,2,4,14,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_015,ROUTE_044,20.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00048,2024,2,4,14,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_028,9.0,CLOSED,OTHER,Over Time,1,1
INC_00049,2024,2,4,14,TXNOC,CRITICAL,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_020,ROUTE_045,19.5,CLOSED,OTHER,Over Time,1,1
INC_00050,2024,2,4,14,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_020,ROUTE_042,5.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_00051,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_002,ROUTE_013,34.0,CLOSED,OTHER,Over Time,1,0
INC_00052,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_013,ROUTE_046,74.0,CLOSED,OTHER,Over Time,1,0
INC_00053,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_021,ROUTE_047,6.38,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00054,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_048,10.0,CLOSED,OTHER,Over Time,1,1
INC_00055,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_049,2.78,CLOSED,CABLE_FIBER,On Time,0,1
INC_00056,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_050,13.82,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00057,2024,2,4,14,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_004,ROUTE_051,53.73,CLOSED,OTHER,Over Time,1,1
INC_00058,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_011,ROUTE_052,7.33,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00059,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_008,ROUTE_053,4.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00060,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_004,ROUTE_054,2.5,CLOSED,OTHER,On Time,0,0
INC_00061,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_011,ROUTE_012,3.87,CLOSED,CABLE_FIBER,On Time,0,1
INC_00062,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_001,ROUTE_055,35.5,CLOSED,EQUIPMENT,Over Time,1,0
INC_00063,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_022,ROUTE_056,910.0,CLOSED,OTHER,Over Time,1,0
INC_00064,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_057,7.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00065,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_010,ROUTE_058,10.5,CLOSED,EQUIPMENT,On Time,0,0
INC_00066,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_015,ROUTE_059,8.62,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00067,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_022,ROUTE_060,1.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00068,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_023,ROUTE_061,40.58,CLOSED,EQUIPMENT,Over Time,1,0
INC_00069,2024,2,4,14,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_024,ROUTE_062,42.0,CLOSED,OTHER,Over Time,1,0
INC_00070,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_035,4.17,CLOSED,CABLE_FIBER,On Time,0,1
INC_00071,2024,2,4,14,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_063,0.8,CLOSED,RECOVERED_ITSELF,On Time,0,1
INC_00072,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_064,3.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_00073,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_028,0.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_00074,2024,2,4,15,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_006,ROUTE_065,12.73,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00075,2024,2,4,15,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_029,139.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00076,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_021,ROUTE_066,110.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00077,2024,2,4,15,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_006,ROUTE_067,13.13,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00078,2024,2,4,15,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_068,14.48,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00079,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_013,ROUTE_069,11.5,CLOSED,OTHER,On Time,0,0
INC_00080,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_068,1.67,CLOSED,CABLE_FIBER,On Time,0,1
INC_00081,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_006,ROUTE_070,6.85,CLOSED,NATURAL_EVENT,Over Time,1,1
INC_00082,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_004,ROUTE_071,210.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00083,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_006,ROUTE_072,158.5,CLOSED,OTHER,Over Time,1,0
INC_00084,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_003,ROUTE_073,131.97,CLOSED,CONFIGURATION,Over Time,1,0
INC_00085,2024,2,4,15,TXNOC,CRITICAL,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_022,ROUTE_074,198.0,CLOSED,EQUIPMENT,Over Time,1,1
INC_00086,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_025,ROUTE_075,36.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_00087,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_050,4.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00088,2024,2,4,15,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_035,629.5,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00089,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_063,20.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00090,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_068,11.83,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00091,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_020,ROUTE_076,3.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00092,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_014,ROUTE_077,30.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00093,2024,2,4,15,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_014,ROUTE_078,10.0,CLOSED,OTHER,On Time,0,0
INC_00094,2024,2,4,15,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_057,7.5,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00095,2024,2,4,16,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_020,ROUTE_079,134.5,CLOSED,EQUIPMENT,Over Time,1,0
INC_00096,2024,2,4,16,TXNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN BACKBONE,NET_002,BRANCH_005,ROUTE_080,13.35,CLOSED,EQUIPMENT,Over Time,1,1
INC_00097,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_002,ROUTE_081,5.42,CLOSED,CABLE_FIBER,On Time,0,1
INC_00098,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_082,8.6,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00099,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_050,7.25,CLOSED,OTHER,Over Time,1,1
INC_00100,2024,2,4,16,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_013,ROUTE_083,877.0,CLOSED,OTHER,Over Time,1,0
INC_00101,2024,2,4,16,TXNOC,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,NET_001,BRANCH_006,ROUTE_084,10.0,CLOSED,EQUIPMENT,On Time,0,0
INC_00102,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_057,3.83,CLOSED,OTHER,On Time,0,1
INC_00103,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_006,ROUTE_085,7.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00104,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_086,6.82,CLOSED,OTHER,Over Time,1,1
INC_00105,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_087,7.0,CLOSED,OTHER,Over Time,1,1
INC_00106,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_022,ROUTE_027,3.5,CLOSED,OTHER,On Time,0,1
INC_00107,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_082,4.95,CLOSED,CABLE_FIBER,On Time,0,1
INC_00108,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_057,4.33,CLOSED,CABLE_FIBER,On Time,0,1
INC_00109,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_002,ROUTE_081,6.03,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00110,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_008,ROUTE_070,0.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_00111,2024,2,4,16,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_019,ROUTE_088,20.0,CLOSED,CONFIGURATION,On Time,0,0
INC_00112,2024,2,4,16,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_089,2.5,CLOSED,OTHER,On Time,0,0
INC_00113,2024,2,4,16,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_002,ROUTE_081,130.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_00114,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_090,4.0,CLOSED,OTHER,On Time,0,1
INC_00115,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_020,ROUTE_076,10.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00116,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_009,ROUTE_091,19.0,CLOSED,EQUIPMENT,Over Time,1,1
INC_00117,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_010,6.0,CLOSED,OTHER,On Time,0,1
INC_00118,2024,2,4,16,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_021,ROUTE_092,21.67,CLOSED,CONFIGURATION,On Time,0,0
INC_00119,2024,2,4,16,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_026,ROUTE_093,26.23,CLOSED,OTHER,Over Time,1,0
INC_00120,2024,2,4,16,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_010,ROUTE_064,8.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00121,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_002,ROUTE_050,0.8,CLOSED,CABLE_FIBER,On Time,0,1
INC_00122,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_017,ROUTE_029,3.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00123,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_094,4.5,CLOSED,OTHER,On Time,0,1
INC_00124,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_025,ROUTE_095,10.72,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00125,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_001,ROUTE_096,4.13,CLOSED,CABLE_FIBER,On Time,0,1
INC_00126,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_003,ROUTE_035,2.5,CLOSED,CABLE_FIBER,On Time,0,1
INC_00127,2024,2,4,17,TXNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN BACKBONE,NET_002,BRANCH_027,ROUTE_097,80.5,CLOSED,OTHER,Over Time,1,1
INC_00128,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_018,ROUTE_040,2.67,CLOSED,OTHER,On Time,0,1
INC_00129,2024,2,4,17,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,NET_002,BRANCH_008,ROUTE_098,6.33,CLOSED,CABLE_FIBER,Over Time,1,1
INC_00130,2024,2,4,17,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_014,ROUTE_099,10.0,CLOSED,EQUIPMENT,On Time,0,0
INC_00131,2024,2,4,17,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_024,ROUTE_100,15.0,CLOSED,EQUIPMENT,On Time,0,0
INC_00132,2024,2,4,17,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_008,ROUTE_101,10.0,CLOSED,OTHER,On Time,0,0
INC_00133,2024,2,4,17,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,NET_001,BRANCH_028,ROUTE_102,20.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_00134,2024,2,4,17,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,NET_002,BRANCH_025,ROUTE_103,9.0,CLOSED,CABLE_FIBER,On Time,0,0
