incident_id,year,quarter,month,week_of_year,area,priority,type_of_incident,trouble_type,incident_type,network_id,branch_id,route_id,duration_hours,status,reason_group,kpi,label_over_time,label_critical
INC_05580,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_014,ROUTE_1918,325.2,CLOSED,CABLE_FIBER,On Time,0,0
INC_05581,2024,3,9,37,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_006,ROUTE_1919,135.09,CLOSED,OTHER,Over Time,1,0
INC_05582,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_011,ROUTE_1920,264.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05583,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_028,ROUTE_1357,120.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05584,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_012,ROUTE_1683,60.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05585,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_016,ROUTE_1177,216.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05586,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_011,ROUTE_1921,180.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05587,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_001,ROUTE_1463,208.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05588,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_016,ROUTE_1530,74.15,CLOSED,OTHER,On Time,0,0
INC_05589,2024,3,9,37,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_016,ROUTE_1900,129.67,CLOSED,EQUIPMENT,On Time,0,0
INC_05590,2024,3,9,37,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_004,BRANCH_003,ROUTE_1922,119.33,CLOSED,EQUIPMENT,On Time,0,0
INC_05591,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_037,ROUTE_604,120.0,CLOSED,OTHER,On Time,0,1
INC_05592,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_038,ROUTE_1710,120.0,CLOSED,OTHER,On Time,0,1
INC_05593,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_014,ROUTE_1923,60.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05594,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_025,ROUTE_1690,220.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05595,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_004,ROUTE_1548,36.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05596,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_011,ROUTE_1924,38.8,CLOSED,CABLE_FIBER,On Time,0,1
INC_05597,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_016,ROUTE_1925,264.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05598,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_011,ROUTE_1926,136.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05599,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_015,ROUTE_1908,720.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_05600,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_003,ROUTE_1927,70.0,CLOSED,OTHER,On Time,0,1
INC_05601,2024,3,9,37,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,NET_003,BRANCH_003,ROUTE_1928,124.09,CLOSED,OTHER,Over Time,1,0
INC_05602,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_018,ROUTE_1496,0.0,CLOSED,OTHER,On Time,0,0
INC_05603,2024,3,9,37,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_025,ROUTE_1929,300.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05604,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_003,ROUTE_1930,1180.0,CLOSED,OTHER,Over Time,1,0
INC_05605,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_043,ROUTE_1849,20.0,CLOSED,OTHER,On Time,0,0
INC_05606,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_002,ROUTE_1175,288.0,CLOSED,OTHER,On Time,0,0
INC_05607,2024,3,9,37,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_002,ROUTE_1931,144.0,CLOSED,OTHER,On Time,0,0
INC_05608,2024,3,9,37,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,NET_003,BRANCH_025,ROUTE_1932,1200.0,CLOSED,POWER,Over Time,1,0
INC_05609,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_008,ROUTE_1933,46.21,CLOSED,EQUIPMENT,On Time,0,0
INC_05610,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_020,ROUTE_1134,312.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05611,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_014,ROUTE_1170,270.0,CLOSED,OTHER,On Time,0,0
INC_05612,2024,3,9,37,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_020,ROUTE_1407,72.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05613,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_023,ROUTE_1934,240.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05614,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_001,ROUTE_1681,353.2,CLOSED,CABLE_FIBER,On Time,0,0
INC_05615,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_019,ROUTE_1935,228.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05616,2024,3,9,38,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,IN SITE,NET_004,BRANCH_025,ROUTE_1936,120.0,CLOSED,EQUIPMENT,On Time,0,1
INC_05617,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_006,ROUTE_1937,168.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05618,2024,3,9,38,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_017,ROUTE_1938,144.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05619,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1939,426.0,CLOSED,OTHER,Over Time,1,1
INC_05620,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_007,ROUTE_1566,60.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05621,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_036,ROUTE_1607,0.0,CLOSED,OTHER,On Time,0,0
INC_05622,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_004,ROUTE_1940,27.68,CLOSED,OTHER,On Time,0,0
INC_05623,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_015,ROUTE_1941,15.67,CLOSED,OTHER,On Time,0,0
INC_05624,2024,3,9,38,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_020,ROUTE_1682,224.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05625,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_016,ROUTE_1942,43.81,CLOSED,OTHER,On Time,0,0
INC_05626,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_020,ROUTE_1943,156.0,CLOSED,OTHER,On Time,0,0
INC_05627,2024,3,9,38,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_028,ROUTE_1438,384.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05628,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_025,ROUTE_1944,423.03,CLOSED,EQUIPMENT,On Time,0,0
INC_05629,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_015,ROUTE_1689,48.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05630,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_019,ROUTE_1945,24.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05631,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_025,ROUTE_1159,742.85,CLOSED,CABLE_FIBER,Over Time,1,0
INC_05632,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_019,ROUTE_1946,252.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05633,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_001,ROUTE_1947,96.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05634,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_019,ROUTE_1697,216.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05635,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_019,ROUTE_1586,120.0,CLOSED,OTHER,On Time,0,1
INC_05636,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_025,ROUTE_1476,240.0,CLOSED,UNKNOWN,On Time,0,1
INC_05637,2024,3,9,38,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_002,ROUTE_1948,0.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05638,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_018,ROUTE_1496,0.0,CLOSED,OTHER,On Time,0,0
INC_05639,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_038,ROUTE_1710,84.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05640,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_017,ROUTE_1239,80.0,CLOSED,EQUIPMENT,On Time,0,1
INC_05641,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1949,138.0,CLOSED,UNKNOWN,On Time,0,0
INC_05642,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_001,ROUTE_1798,352.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05643,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_017,ROUTE_1950,12.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05644,2024,3,9,38,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_019,ROUTE_1946,0.0,CLOSED,OTHER,On Time,0,0
INC_05645,2024,3,9,38,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_012,ROUTE_1951,24.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05646,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_003,ROUTE_1588,1140.0,CLOSED,EQUIPMENT,Over Time,1,0
INC_05647,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_014,ROUTE_1952,0.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05648,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_003,ROUTE_1953,36.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05649,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_036,ROUTE_1858,216.0,CLOSED,OTHER,On Time,0,0
INC_05650,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_017,ROUTE_1258,1052.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05651,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_019,ROUTE_1954,192.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05652,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1955,404.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05653,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_007,ROUTE_1956,156.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05654,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_009,ROUTE_1565,136.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05655,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_002,ROUTE_917,108.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05656,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_024,ROUTE_1097,52.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05657,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_027,ROUTE_097,51.6,CLOSED,OTHER,On Time,0,1
INC_05658,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_009,ROUTE_1957,102.0,CLOSED,OTHER,Over Time,1,0
INC_05659,2024,3,9,38,IPNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,NET_005,BRANCH_001,ROUTE_1403,720.0,CLOSED,UNKNOWN,Over Time,1,1
INC_05660,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_010,ROUTE_1481,1310.0,CLOSED,OTHER,Over Time,1,1
INC_05661,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_004,ROUTE_1501,1152.0,CLOSED,OTHER,Over Time,1,1
INC_05662,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_037,ROUTE_604,240.0,CLOSED,OTHER,On Time,0,1
INC_05663,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_043,ROUTE_1849,203.2,CLOSED,OTHER,On Time,0,0
INC_05664,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_036,ROUTE_1331,372.0,CLOSED,OTHER,On Time,0,0
INC_05665,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_028,ROUTE_1958,72.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05666,2024,3,9,38,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1959,60.0,CLOSED,OTHER,On Time,0,0
INC_05667,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_012,ROUTE_1158,148.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05668,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_028,ROUTE_1137,4.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05669,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_036,ROUTE_1960,144.0,CLOSED,OTHER,On Time,0,0
INC_05670,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_025,ROUTE_1961,696.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05671,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_003,ROUTE_1962,132.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05672,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_025,ROUTE_1929,240.0,CLOSED,OTHER,On Time,0,1
INC_05673,2024,3,9,38,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1963,456.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05674,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_024,ROUTE_1413,0.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05675,2024,3,9,38,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_002,ROUTE_1964,48.0,CLOSED,POWER,On Time,0,1
INC_05676,2024,3,9,38,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1965,156.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05677,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_023,ROUTE_1966,142.0,CLOSED,OTHER,On Time,0,1
INC_05678,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_017,ROUTE_1239,70.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05679,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_007,ROUTE_1967,192.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05680,2024,3,9,38,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_010,ROUTE_1968,12.0,CLOSED,POWER,On Time,0,1
INC_05681,2024,3,9,38,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_019,ROUTE_1087,444.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05682,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_024,ROUTE_1969,108.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05683,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_003,ROUTE_136,26.0,CLOSED,OTHER,On Time,0,1
INC_05684,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_011,ROUTE_1970,60.0,CLOSED,POWER,On Time,0,0
INC_05685,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_014,ROUTE_1918,60.0,CLOSED,CONFIGURATION,On Time,0,1
INC_05686,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_001,ROUTE_1947,108.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05687,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_003,ROUTE_1971,492.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05688,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_016,ROUTE_1490,132.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05689,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_001,ROUTE_1310,1116.0,CLOSED,OTHER,Over Time,1,0
INC_05690,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_005,BRANCH_007,ROUTE_1227,168.0,CLOSED,OTHER,On Time,0,0
INC_05691,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1963,192.0,CLOSED,EQUIPMENT,On Time,0,0
INC_05692,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_005,BRANCH_019,ROUTE_1946,48.0,CLOSED,OTHER,On Time,0,0
INC_05693,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_023,ROUTE_1966,132.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05694,2024,3,9,39,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_002,ROUTE_1972,494.61,CLOSED,OTHER,On Time,0,0
INC_05695,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_002,ROUTE_1973,560.83,CLOSED,CABLE_FIBER,Over Time,1,0
INC_05696,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_003,ROUTE_1922,240.0,CLOSED,EQUIPMENT,On Time,0,1
INC_05697,2024,3,9,39,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,NET_003,BRANCH_028,ROUTE_1974,457.92,CLOSED,OTHER,On Time,0,0
INC_05698,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_002,ROUTE_917,84.0,CLOSED,OTHER,On Time,0,1
INC_05699,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_004,BRANCH_022,ROUTE_1975,72.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05700,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_023,ROUTE_1696,300.0,CLOSED,CABLE_FIBER,Over Time,1,1
INC_05701,2024,3,9,39,IPNOC,CRITICAL,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_004,BRANCH_019,ROUTE_1087,684.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05702,2024,3,9,39,IPNOC,CRITICAL,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_004,BRANCH_007,ROUTE_1227,29.11,CLOSED,OTHER,On Time,0,1
INC_05703,2024,3,9,39,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_002,ROUTE_1814,204.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05704,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_025,ROUTE_1976,488.0,CLOSED,CABLE_FIBER,Over Time,1,0
INC_05705,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_011,ROUTE_1926,624.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05706,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_016,ROUTE_1977,336.0,CLOSED,CABLE_FIBER,On Time,0,0
INC_05707,2024,3,9,39,IPNOC,MAJOR,FIBRA,ATTENUATION,ATTENUATION OVER THRESHOLD,NET_003,BRANCH_003,ROUTE_1978,206.5,CLOSED,CABLE_FIBER,On Time,0,0
INC_05708,2024,3,9,39,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_036,ROUTE_1358,216.0,CLOSED,OTHER,On Time,0,0
INC_05709,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_028,ROUTE_1141,168.0,CLOSED,CABLE_FIBER,On Time,0,1
INC_05710,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_010,ROUTE_1770,25.37,CLOSED,OTHER,On Time,0,1
INC_05711,2024,3,9,39,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,NET_003,BRANCH_029,ROUTE_957,84.0,CLOSED,CABLE_FIBER,On Time,0,1
