date_start,label_over_ola,area_noc,priority,type_of_incident,trouble_type,incident_type,network_type,branch_id,reason_group,year,quarter,month,week_of_year,day_of_week,hour,is_weekend,is_night,duration_hours_evidence
2022-08-14,1,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_042,HIGH TEMPERATURE,2022,3,8,32,6,0,1,1,
2022-08-30,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,AGG-SRT,BRANCH_029,HIGH TEMPERATURE,2022,3,8,35,1,0,0,1,
2022-09-16,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_023,HIGH TEMPERATURE,2022,3,9,37,4,0,0,1,
2022-09-16,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_026,HIGH TEMPERATURE,2022,3,9,37,4,0,0,1,
2022-09-17,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_040,HIGH TEMPERATURE,2022,3,9,37,5,0,1,1,
2022-09-28,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,AGG-SRT,BRANCH_005,HIGH TEMPERATURE,2022,3,9,39,2,0,0,1,
2022-10-20,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_042,HIGH TEMPERATURE,2022,4,10,42,3,0,0,1,
2022-11-07,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_029,HIGH TEMPERATURE,2022,4,11,45,0,0,0,1,
2022-11-07,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_027,HIGH TEMPERATURE,2022,4,11,45,0,0,0,1,
2022-12-13,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_029,HIGH TEMPERATURE,2022,4,12,50,1,0,0,1,
2022-12-17,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,AGG-SRT,BRANCH_035,HIGH TEMPERATURE,2022,4,12,50,5,0,1,1,
2022-12-22,1,IPNOC,MINOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_019,HIGH TEMPERATURE,2022,4,12,51,3,0,0,1,
2023-12-10,1,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_019,HIGH TEMPERATURE,2023,4,12,49,6,0,1,1,
2024-01-01,1,IPNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_001,EQUIPMENT DAMAGE,2024,1,1,1,0,0,0,1,
2024-01-11,1,IPNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_037,CABLE ATTENUATED INSIDE,2024,1,1,2,3,0,0,1,
2024-01-12,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_026,ATTENUATION LINK DOWN,2024,1,1,2,4,0,0,1,
2024-01-14,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_002,CONNECTOR DAMAGE,2024,1,1,2,6,0,1,1,
2024-01-14,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_036,MISSING,2024,1,1,2,6,0,1,1,
2024-01-16,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_029,PEOPLE DAMAGE CABLE,2024,1,1,3,1,0,0,1,
2024-01-16,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,CA-CP-AGG,BRANCH_018,"PATCHCORD, PIGTAIL, COOPLER DAMAGED",2024,1,1,3,1,0,0,1,
2024-01-20,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_002,BY ENERGY,2024,1,1,3,5,0,1,1,
2024-01-22,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_024,BIG TRUCK CUT THE CABLE,2024,1,1,4,0,0,0,1,
2024-01-22,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_035,EQUIPMENT DAMAGE,2024,1,1,4,0,0,0,1,363.9999999999418
2024-01-24,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_026,"PATCHCORD, PIGTAIL, COOPLER DAMAGED",2024,1,1,4,2,0,0,1,
2024-01-25,0,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_029,BY ENERGY,2024,1,1,4,3,0,0,1,
2024-01-31,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_002,NATURAL CALAMITY,2024,1,1,5,2,0,0,1,916.9999999998836
2024-01-31,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_002,ATTENUATION LINK DOWN,2024,1,1,5,2,0,0,1,
2024-01-31,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,1,1,5,2,0,0,1,
2024-02-01,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,CABLE ATTENUATED INSIDE,2024,1,2,5,3,0,0,1,1320.5
2024-02-07,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_004,EQUIPMENT DAMAGE,2024,1,2,6,2,0,0,1,1373.4019444443984
2024-02-08,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_033,BIG TRUCK CUT THE CABLE,2024,1,2,6,3,0,0,1,
2024-02-10,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_003,"PATCHCORD, PIGTAIL, COOPLER DAMAGED",2024,1,2,6,5,0,1,1,309.9999999999418
2024-02-13,0,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_032,EQUIPMENT DAMAGE,2024,1,2,7,1,0,0,1,
2024-02-13,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_029,HIGH TEMPERATURE,2024,1,2,7,1,0,0,1,
2024-02-13,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,HIGH TEMPERATURE,2024,1,2,7,1,0,0,1,
2024-02-16,1,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_029,EQUIPMENT DAMAGE,2024,1,2,7,4,0,0,1,
2024-02-16,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_017,EQUIPMENT DAMAGE,2024,1,2,7,4,0,0,1,
2024-02-16,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,1,2,7,4,0,0,1,
2024-02-16,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_033,CONNECTOR DAMAGE,2024,1,2,7,4,0,0,1,
2024-02-20,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_024,EQUIPMENT DAMAGE,2024,1,2,8,1,0,0,1,76.29999999993015
2024-02-21,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_040,EQUIPMENT DAMAGE,2024,1,2,8,2,0,0,1,63.0
2024-02-22,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,CA-CP-AGG,BRANCH_026,MISSING,2024,1,2,8,3,0,0,1,
2024-02-22,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_027,CABLE ATTENUATED INSIDE,2024,1,2,8,3,0,0,1,
2024-02-22,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,AGG-SRT,BRANCH_002,BROKEN CABLE INSIDE,2024,1,2,8,3,0,0,1,
2024-02-22,0,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_001,CONFIGURATION PROBLEM,2024,1,2,8,3,0,0,1,12.999999999941792
2024-02-24,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_029,BIG TRUCK CUT THE CABLE,2024,1,2,8,5,0,1,1,
2024-02-25,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_018,INCIDENT WAS UP ITSELF,2024,1,2,8,6,0,1,1,178.9999999999418
2024-02-25,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_026,CABLE ATTENUATED INSIDE,2024,1,2,8,6,0,1,1,178.9999999999418
2024-02-27,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_040,HIGH TEMPERATURE,2024,1,2,9,1,0,0,1,
2024-02-28,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_004,EQUIPMENT DAMAGE,2024,1,2,9,2,0,0,1,148.9999999999418
2024-02-28,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_029,ATTENUATION LINK DOWN,2024,1,2,9,2,0,0,1,
2024-03-04,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_027,BIG TRUCK CUT THE CABLE,2024,1,3,10,0,0,0,1,
2024-03-04,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_029,BIG TRUCK CUT THE CABLE,2024,1,3,10,0,0,0,1,
2024-03-05,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_032,CABLE ATTENUATED INSIDE,2024,1,3,10,1,0,0,1,81.49999999994179
2024-03-05,1,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_025,HIGH TEMPERATURE,2024,1,3,10,1,0,0,1,
2024-03-09,1,IPNOC,MAJOR,FIBRA,ATTENUATION,IN SITE,SRT-SRT,BRANCH_026,CABLE ATTENUATED INSIDE,2024,1,3,10,5,0,1,1,
2024-03-11,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_017,CABLE ATTENUATED INSIDE ODF,2024,1,3,11,0,0,0,1,203.778611110989
2024-03-11,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_026,LOW RECEPTION,2024,1,3,11,0,0,0,1,499.0
2024-03-12,0,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_016,LOSS MONITORING,2024,1,3,11,1,0,0,1,8.000000000058208
2024-03-12,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_011,LOW RECEPTION,2024,1,3,11,1,0,0,1,516.7152777778101
2024-03-14,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,CA-CP-AGG,BRANCH_040,ATTENUATION LINK DOWN,2024,1,3,11,3,0,0,1,
2024-03-15,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_003,EQUIPMENT DAMAGE,2024,1,3,11,4,0,0,1,109.37111111107515
2024-03-17,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_035,EQUIPMENT DAMAGE,2024,1,3,11,6,0,1,1,175.0
2024-03-18,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_026,TICKET WRONG,2024,1,3,12,0,0,0,1,
2024-03-19,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_027,TICKET WRONG,2024,1,3,12,1,0,0,1,
2024-03-20,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_019,BIG TRUCK CUT THE CABLE,2024,1,3,12,2,0,0,1,
2024-03-22,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_027,PEOPLE DAMAGE CABLE,2024,1,3,12,4,0,0,1,
2024-03-22,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_019,PEOPLE DAMAGE CABLE,2024,1,3,12,4,0,0,1,
2024-03-23,0,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,CABLE ATTENUATED INSIDE,2024,1,3,12,5,0,1,1,
2024-03-23,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_032,EQUIPMENT DAMAGE,2024,1,3,12,5,0,1,1,29.999999999941792
2024-03-24,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_035,BROKEN CABLE INSIDE,2024,1,3,12,6,0,1,1,19.533333333267365
2024-03-24,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_020,BROKEN CABLE INSIDE,2024,1,3,12,6,0,1,1,
2024-03-24,0,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_023,MISSING,2024,1,3,12,6,0,1,1,
2024-03-24,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_017,CABLE ATTENUATED INSIDE,2024,1,3,12,6,0,1,1,770.9999999998836
2024-03-24,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_038,EQUIPMENT DAMAGE,2024,1,3,12,6,0,1,1,127.56527777761221
2024-03-24,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_026,EQUIPMENT DAMAGE,2024,1,3,12,6,0,1,1,89.99999999994179
2024-03-25,0,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_005,EQUIPMENT DAMAGE,2024,1,3,13,0,0,0,1,
2024-03-25,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_034,MISSING,2024,1,3,13,0,0,0,1,
2024-03-25,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,AGG-SRT,BRANCH_029,EQUIPMENT FREEZE,2024,1,3,13,0,0,0,1,
2024-03-25,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_020,CABLE ATTENUATED INSIDE,2024,1,3,13,0,0,0,1,16.499999999825377
2024-03-26,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_001,TICKET WRONG,2024,1,3,13,1,0,0,1,
2024-03-26,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_018,ATTENUATION LINK DOWN,2024,1,3,13,1,0,0,1,249.99999999988358
2024-03-26,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_004,ATTENUATION LINK DOWN,2024,1,3,13,1,0,0,1,139.99999999988358
2024-03-26,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_019,EQUIPMENT DAMAGE,2024,1,3,13,1,0,0,1,
2024-03-27,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_035,HIGH TEMPERATURE,2024,1,3,13,2,0,0,1,
2024-03-27,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_035,HIGH TEMPERATURE,2024,1,3,13,2,0,0,1,
2024-03-27,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_029,BROKEN CABLE INSIDE,2024,1,3,13,2,0,0,1,
2024-03-27,1,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_020,EQUIPMENT DAMAGE,2024,1,3,13,2,0,0,1,
2024-03-27,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,SRT-SRT,BRANCH_011,EQUIPMENT FREEZE,2024,1,3,13,2,0,0,1,
2024-03-27,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_026,CABLE ATTENUATED INSIDE,2024,1,3,13,2,0,0,1,469.9999999999418
2024-03-27,1,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_040,EQUIPMENT DAMAGE,2024,1,3,13,2,0,0,1,152.9999999999418
2024-03-27,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,TREE FELL DOWN OVER CABLE,2024,1,3,13,2,0,0,1,1.8166666666511446
2024-03-27,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_029,PEOPLE DAMAGE CABLE,2024,1,3,13,2,0,0,1,19.999999999883585
2024-03-27,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_035,PEOPLE DAMAGE CABLE,2024,1,3,13,2,0,0,1,4.5
2024-03-27,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_001,BROKEN CABLE INSIDE MUFA,2024,1,3,13,2,0,0,1,3.083333333255723
2024-03-28,0,IPNOC,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_036,INCIDENT BELONG TO PARTNER,2024,1,3,13,3,0,0,1,
2024-03-28,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,CONNECTOR DAMAGE,2024,1,3,13,3,0,0,1,
2024-03-28,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_018,BIG TRUCK CUT THE CABLE,2024,1,3,13,3,0,0,1,3.766666666720994
2024-03-28,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,BIG TRUCK CUT THE CABLE,2024,1,3,13,3,0,0,1,6.133333333418705
2024-03-28,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,1,3,13,3,0,0,1,13.573055555520114
2024-03-29,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_001,EQUIPMENT DAMAGE,2024,1,3,13,4,0,0,1,
2024-03-29,0,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_003,BROKEN CABLE INSIDE MUFA,2024,1,3,13,4,0,0,1,
2024-03-29,0,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,CONNECTOR DAMAGE,2024,1,3,13,4,0,0,1,
2024-03-29,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,BROKEN CABLE INSIDE MUFA,2024,1,3,13,4,0,0,1,
2024-03-29,0,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,HIGH TEMPERATURE,2024,1,3,13,4,0,0,1,
2024-03-29,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_042,PEOPLE DAMAGE CABLE,2024,1,3,13,4,0,0,1,
2024-03-29,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,MISSING,2024,1,3,13,4,0,0,1,
2024-03-29,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,CABLE BITTEN BY A RODENT,2024,1,3,13,4,0,0,1,
2024-03-29,0,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_023,MISSING,2024,1,3,13,4,0,0,1,
2024-03-29,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_001,BROKEN CABLE INSIDE,2024,1,3,13,4,0,0,1,
2024-03-30,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_013,MISSING,2024,1,3,13,5,0,1,1,
2024-03-30,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_035,PEOPLE DAMAGE CABLE,2024,1,3,13,5,0,1,1,6.938333333353512
2024-03-30,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_035,PEOPLE DAMAGE CABLE,2024,1,3,13,5,0,1,1,7.213888888887595
2024-03-30,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_026,BROKEN CABLE INSIDE,2024,1,3,13,5,0,1,1,
2024-03-31,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,SRT-SRT,BRANCH_034,BROKEN CABLE INSIDE MUFA,2024,1,3,13,6,0,1,1,
2024-03-31,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_037,MISSING,2024,1,3,13,6,0,1,1,
2024-03-31,1,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_034,MISSING,2024,1,3,13,6,0,1,1,
2024-03-31,1,IPNOC,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,HIGH TEMPERATURE,2024,1,3,13,6,0,1,1,
2024-03-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_040,MISSING,2024,1,3,13,6,0,1,1,
2024-03-31,0,IPNOC,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_020,HIGH TEMPERATURE,2024,1,3,13,6,0,1,1,
2024-03-31,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_019,BIG TRUCK CUT THE CABLE,2024,1,3,13,6,0,1,1,
2024-03-31,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_037,NATURAL CALAMITY,2024,1,3,13,6,0,1,1,3.9999999999417923
2024-03-31,0,IPNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_007,INCIDENT BELONG TO PARTNER,2024,1,3,13,6,0,1,1,
2024-03-31,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,1,3,13,6,0,1,1,0.9999999999417923
2024-03-31,0,TXNOC,MAJOR,MICROWAVE,LINK DOWN,IN SITE,VIBA,BRANCH_017,EQUIPMENT DAMAGE,2024,1,3,13,6,0,1,1,10.654444444400724
2024-03-31,1,TXNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,1,3,13,6,0,1,1,907.9999999998836
2024-03-31,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,CABLE ATTENUATED INSIDE,2024,1,3,13,6,0,1,1,20.499999999825377
2024-03-31,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_019,CABLE BITTEN BY AN ANTS,2024,1,3,13,6,0,1,1,8.022777777747251
2024-04-01,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_020,CABLE ATTENUATED INSIDE,2024,2,4,14,0,0,0,1,19.999999999941792
2024-04-01,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_038,BROKEN CABLE INSIDE MUFA,2024,2,4,14,0,0,0,1,5.866666666581295
2024-04-01,0,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_013,PEOPLE DAMAGE CABLE,2024,2,4,14,0,0,0,1,4.166666666627862
2024-04-01,1,TXNOC,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,DWDM,BRANCH_040,BIG TRUCK CUT THE CABLE,2024,2,4,14,0,0,0,1,15.866666666523088
2024-04-01,1,TXNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,DWDM,BRANCH_026,"PATCHCORD, PIGTAIL, COOPLER DAMAGED",2024,2,4,14,0,0,0,1,9.0
2024-04-01,0,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_004,BIG TRUCK CUT THE CABLE,2024,2,4,14,0,0,0,1,
2024-04-01,0,IPNOC,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,CA-CP-AGG,BRANCH_041,INCIDENT BELONG TO PARTNER,2024,2,4,14,0,0,0,1,
2024-04-01,1,IPNOC,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,AGG-SRT,BRANCH_035,HIGH TEMPERATURE,2024,2,4,14,0,0,0,1,
2024-04-01,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_033,BROKEN CABLE INSIDE MUFA,2024,2,4,14,0,0,0,1,
2024-04-01,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BROKEN CABLE INSIDE MUFA,2024,2,4,14,0,0,0,1,
2024-04-01,1,IPNOC,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,SRT-SRT,BRANCH_038,BROKEN CABLE INSIDE MUFA,2024,2,4,14,0,0,0,1,
