incident_id,domain,area,year,quarter,month,week_of_year,day_of_week,hour,is_weekend,is_night,priority,type_of_incident,trouble_type,incident_type,network_id,branch,branch_id,sla_threshold_hours,reason_group,label_over_ola,label_source
inc_04161,IP,IPNOC,2024,1,1,1,0,13,0,0,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,AMA,branch_001,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04162,IP,IPNOC,2024,1,1,2,3,12,0,0,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_002,PUN,branch_037,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04163,IP,IPNOC,2024,1,1,2,4,1,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_003,LIMA 1,branch_026,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04164,IP,IPNOC,2024,1,1,2,6,3,1,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_003,ANC,branch_002,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04165,IP,IPNOC,2024,1,1,2,6,17,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,PRONATEL,branch_036,16.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04166,IP,IPNOC,2024,1,1,3,1,4,0,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,LIMA 4,branch_029,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04167,IP,IPNOC,2024,1,1,3,1,7,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_003,HUC,branch_018,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04168,IP,IPNOC,2024,1,1,3,5,6,1,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,ANC,branch_002,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00001,TX,TXNOC,2024,1,1,4,0,15,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,PIU,branch_035,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_04169,IP,IPNOC,2024,1,1,4,0,18,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,LAL,branch_024,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04170,IP,IPNOC,2024,1,1,4,2,19,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,LIMA 1,branch_026,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04171,IP,IPNOC,2024,1,1,4,3,14,0,0,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,network_005,LIMA 4,branch_029,7.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00002,TX,TXNOC,2024,1,1,5,2,9,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,ANC,branch_002,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04172,IP,IPNOC,2024,1,1,5,2,0,0,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,TELEFONICA,branch_041,21.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04173,IP,IPNOC,2024,1,1,5,2,8,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,ANC,branch_002,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00003,TX,TXNOC,2024,1,2,5,3,12,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,SAN,branch_038,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00004,TX,TXNOC,2024,1,2,6,2,7,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,ARE,branch_004,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00005,TX,TXNOC,2024,1,2,6,5,21,1,0,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,APU,branch_003,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04174,IP,IPNOC,2024,1,2,6,3,8,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,LOR,branch_033,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04175,IP,IPNOC,2024,1,2,7,1,0,0,1,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,PIU,branch_035,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04176,IP,IPNOC,2024,1,2,7,1,5,0,1,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_003,LIMA 4,branch_029,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04177,IP,IPNOC,2024,1,2,7,1,10,0,0,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,network_005,LIMA 8,branch_032,7.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04178,IP,IPNOC,2024,1,2,7,4,0,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,LOR,branch_033,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04179,IP,IPNOC,2024,1,2,7,4,1,0,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,TELEFONICA,branch_041,21.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04180,IP,IPNOC,2024,1,2,7,4,1,0,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,HUA,branch_017,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04181,IP,IPNOC,2024,1,2,7,4,6,0,1,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,LIMA 4,branch_029,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00006,TX,TXNOC,2024,1,2,8,1,12,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,LAL,branch_024,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00007,TX,TXNOC,2024,1,2,8,2,16,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,TAC,branch_040,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00008,TX,TXNOC,2024,1,2,8,3,15,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,AMA,branch_001,15.0,link_down,0,KPI_ON_TIME_OVER_TIME
inc_00009,TX,TXNOC,2024,1,2,8,6,0,1,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,HUC,branch_018,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00010,TX,TXNOC,2024,1,2,8,6,5,1,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,LIMA 1,branch_026,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04182,IP,IPNOC,2024,1,2,8,3,9,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_002,ANC,branch_002,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04183,IP,IPNOC,2024,1,2,8,3,9,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_003,LIMA 2,branch_027,14.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04184,IP,IPNOC,2024,1,2,8,3,9,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_003,LIMA 1,branch_026,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04185,IP,IPNOC,2024,1,2,8,5,8,1,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,LIMA 4,branch_029,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00011,TX,TXNOC,2024,1,2,9,2,5,0,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,ARE,branch_004,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04186,IP,IPNOC,2024,1,2,9,1,0,0,1,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_005,TAC,branch_040,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04187,IP,IPNOC,2024,1,2,9,2,7,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_002,LIMA 4,branch_029,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00012,TX,TXNOC,2024,1,3,10,1,15,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,LIMA 8,branch_032,14.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04188,IP,IPNOC,2024,1,3,10,0,5,0,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,LIMA 2,branch_027,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04189,IP,IPNOC,2024,1,3,10,0,14,0,0,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_005,LIMA 4,branch_029,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04190,IP,IPNOC,2024,1,3,10,1,11,0,0,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,LAM,branch_025,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04191,IP,IPNOC,2024,1,3,10,5,3,1,1,MAJOR,FIBRA,ATTENUATION,IN SITE,network_005,LIMA 1,branch_026,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00013,TX,TXNOC,2024,1,3,11,0,20,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,HUA,branch_017,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00014,TX,TXNOC,2024,1,3,11,0,18,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,LIMA 1,branch_026,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00015,TX,TXNOC,2024,1,3,11,1,10,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,HO,branch_016,15.0,link_down,0,KPI_ON_TIME_OVER_TIME
inc_00016,TX,TXNOC,2024,1,3,11,1,10,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,CAJ,branch_011,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00017,TX,TXNOC,2024,1,3,11,4,18,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,APU,branch_003,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00018,TX,TXNOC,2024,1,3,11,6,10,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,PIU,branch_035,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04192,IP,IPNOC,2024,1,3,11,3,19,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_003,TAC,branch_040,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00019,TX,TXNOC,2024,1,3,12,5,18,1,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,LIMA 8,branch_032,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00020,TX,TXNOC,2024,1,3,12,6,17,1,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,HUA,branch_017,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00021,TX,TXNOC,2024,1,3,12,6,8,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,PIU,branch_035,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00022,TX,TXNOC,2024,1,3,12,6,9,1,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,SAN,branch_038,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00023,TX,TXNOC,2024,1,3,12,6,23,1,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,LIMA 1,branch_026,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04193,IP,IPNOC,2024,1,3,12,0,18,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,LIMA 1,branch_026,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04194,IP,IPNOC,2024,1,3,12,1,6,0,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,LIMA 2,branch_027,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04195,IP,IPNOC,2024,1,3,12,2,17,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,HUN,branch_019,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04196,IP,IPNOC,2024,1,3,12,4,10,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,HUN,branch_019,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04197,IP,IPNOC,2024,1,3,12,4,19,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,LIMA 2,branch_027,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04198,IP,IPNOC,2024,1,3,12,5,7,1,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,SAN,branch_038,15.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_04199,IP,IPNOC,2024,1,3,12,6,1,1,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,ICA,branch_020,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04200,IP,IPNOC,2024,1,3,12,6,14,1,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,JUN,branch_023,15.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_00024,TX,TXNOC,2024,1,3,13,0,6,0,1,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,ICA,branch_020,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00025,TX,TXNOC,2024,1,3,13,1,3,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,HUC,branch_018,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00026,TX,TXNOC,2024,1,3,13,1,3,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,ARE,branch_004,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00027,TX,TXNOC,2024,1,3,13,2,20,0,0,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,LIMA 1,branch_026,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00028,TX,TXNOC,2024,1,3,13,2,14,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,AMA,branch_001,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00029,TX,TXNOC,2024,1,3,13,2,13,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,PIU,branch_035,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00030,TX,TXNOC,2024,1,3,13,2,1,0,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,LIMA 4,branch_029,14.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00031,TX,TXNOC,2024,1,3,13,2,17,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,HUN,branch_019,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00032,TX,TXNOC,2024,1,3,13,2,15,0,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,TAC,branch_040,15.0,link_down,1,KPI_ON_TIME_OVER_TIME
inc_00033,TX,TXNOC,2024,1,3,13,3,14,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,HUC,branch_018,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00034,TX,TXNOC,2024,1,3,13,3,14,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,TELEFONICA,branch_041,21.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00035,TX,TXNOC,2024,1,3,13,3,11,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,HUN,branch_019,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00036,TX,TXNOC,2024,1,3,13,5,1,1,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,PIU,branch_035,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00037,TX,TXNOC,2024,1,3,13,5,7,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,PIU,branch_035,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00038,TX,TXNOC,2024,1,3,13,6,11,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,PUN,branch_037,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00039,TX,TXNOC,2024,1,3,13,6,6,1,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,HUN,branch_019,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00040,TX,TXNOC,2024,1,3,13,6,17,1,0,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,HUN,branch_019,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00041,TX,TXNOC,2024,1,3,13,6,18,1,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,TELEFONICA,branch_041,20.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00042,TX,TXNOC,2024,1,3,13,6,10,1,0,MAJOR,MICROWAVE,LINK DOWN,IN SITE,network_006,HUA,branch_017,15.0,link_down,0,KPI_ON_TIME_OVER_TIME
inc_00043,TX,TXNOC,2024,1,3,13,6,17,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,TELEFONICA,branch_041,21.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04201,IP,IPNOC,2024,1,3,13,0,0,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_002,AYA,branch_005,15.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_04202,IP,IPNOC,2024,1,3,13,0,7,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,MAD,branch_034,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04203,IP,IPNOC,2024,1,3,13,0,12,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_002,LIMA 4,branch_029,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04204,IP,IPNOC,2024,1,3,13,1,3,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,AMA,branch_001,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04205,IP,IPNOC,2024,1,3,13,1,7,0,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_003,HUN,branch_019,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04206,IP,IPNOC,2024,1,3,13,2,2,0,1,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,ICA,branch_020,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04207,IP,IPNOC,2024,1,3,13,2,5,0,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_003,LIMA 4,branch_029,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04208,IP,IPNOC,2024,1,3,13,2,11,0,0,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,network_005,CAJ,branch_011,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04209,IP,IPNOC,2024,1,3,13,2,12,0,0,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,network_005,PIU,branch_035,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04210,IP,IPNOC,2024,1,3,13,2,13,0,0,MAJOR,FIBRA,BAD PERFORMANCE,IN SITE,network_005,PIU,branch_035,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04211,IP,IPNOC,2024,1,3,13,3,11,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,LIMA 1,branch_026,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04212,IP,IPNOC,2024,1,3,13,3,21,0,0,MINOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,PRONATEL,branch_036,16.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04213,IP,IPNOC,2024,1,3,13,4,0,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,AMA,branch_001,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04214,IP,IPNOC,2024,1,3,13,4,6,0,1,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,AMA,branch_001,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04215,IP,IPNOC,2024,1,3,13,4,10,0,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,JUN,branch_023,15.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_04216,IP,IPNOC,2024,1,3,13,4,10,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,PIU,branch_035,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04217,IP,IPNOC,2024,1,3,13,4,10,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,LIMA 1,branch_026,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04218,IP,IPNOC,2024,1,3,13,4,13,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,UCA,branch_042,7.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04219,IP,IPNOC,2024,1,3,13,4,16,0,0,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,PIU,branch_035,7.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04220,IP,IPNOC,2024,1,3,13,4,18,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,LIMA 1,branch_026,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04221,IP,IPNOC,2024,1,3,13,4,22,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,LIMA 1,branch_026,7.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_04222,IP,IPNOC,2024,1,3,13,4,22,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,APU,branch_003,7.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_04223,IP,IPNOC,2024,1,3,13,5,12,1,0,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN ACCESS,network_005,LIMA 1,branch_026,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_04224,IP,IPNOC,2024,1,3,13,5,15,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,CUS,branch_013,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04225,IP,IPNOC,2024,1,3,13,6,0,1,1,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_005,MAD,branch_034,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04226,IP,IPNOC,2024,1,3,13,6,10,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,PUN,branch_037,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04227,IP,IPNOC,2024,1,3,13,6,11,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,MAD,branch_034,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04228,IP,IPNOC,2024,1,3,13,6,11,1,0,MAJOR,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,PIU,branch_035,7.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_04229,IP,IPNOC,2024,1,3,13,6,14,1,0,CRITICAL,FIBRA,BAD PERFORMANCE,CABLE BROKEN ACCESS,network_002,ICA,branch_020,7.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04230,IP,IPNOC,2024,1,3,13,6,16,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_005,CABLERA CHANCHAMAYO,branch_007,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04231,IP,IPNOC,2024,1,3,13,6,16,1,0,MAJOR,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,HUN,branch_019,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_04232,IP,IPNOC,2024,1,3,13,6,21,1,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN ACCESS,network_002,TAC,branch_040,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00044,TX,TXNOC,2024,2,4,14,0,10,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,TAC,branch_040,15.0,fiber_cable,1,KPI_ON_TIME_OVER_TIME
inc_00045,TX,TXNOC,2024,2,4,14,0,7,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,CUS,branch_013,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00046,TX,TXNOC,2024,2,4,14,0,14,0,0,CRITICAL,FIBRA,LINK DOWN,CABLE BROKEN BACKBONE,network_004,SAN,branch_038,15.0,fiber_cable,0,KPI_ON_TIME_OVER_TIME
inc_00047,TX,TXNOC,2024,2,4,14,0,22,0,1,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,ICA,branch_020,15.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00048,TX,TXNOC,2024,2,4,14,0,8,0,0,CRITICAL,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,LIMA 1,branch_026,14.0,attenuation,1,KPI_ON_TIME_OVER_TIME
inc_00049,TX,TXNOC,2024,2,4,14,1,3,0,1,CRITICAL,MICROWAVE,BAD PERFORMANCE,IN SITE,network_006,CUS,branch_013,15.0,other,1,KPI_ON_TIME_OVER_TIME
inc_00050,TX,TXNOC,2024,2,4,14,1,6,0,1,MAJOR,FIBRA,ATTENUATION,CABLE BROKEN BACKBONE,network_004,CUS,branch_013,15.0,attenuation,0,KPI_ON_TIME_OVER_TIME
inc_00051,TX,TXNOC,2024,2,4,14,1,11,0,0,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,network_006,ANC,branch_002,15.0,other,1,KPI_ON_TIME_OVER_TIME
inc_00052,TX,TXNOC,2024,2,4,14,2,14,0,0,MAJOR,MICROWAVE,BAD PERFORMANCE,IN SITE,network_006,HO,branch_016,15.0,other,1,KPI_ON_TIME_OVER_TIME
