alarm_record_id,data_source,snapshot_time,severity,alarm_source_id,alarm_source_type,alarm_name,first_occurred_at,last_occurred_at,alarm_age_hours,occurrence_times,down_reason,port_oper_status,port_admin_status,clearance_status,acknowledgment_status,maintenance_status,candidate_risk_score,reason_group_candidate
alarm_00103,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00104,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00105,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00106,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00107,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00108,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00109,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00110,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00111,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00112,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00113,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00114,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00115,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00116,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00117,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00118,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00119,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00120,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00121,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00122,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 00:06:40,2017-12-19 00:06:40,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00123,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:06:41,2017-12-19 00:06:41,73409.84,1,LOS,DOWN,UP,-,-,NORMAL,0.88,equipment_module
alarm_00124,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:09,2017-12-19 00:08:09,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00125,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:10,2017-12-19 00:08:10,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00126,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:11,2017-12-19 00:08:11,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00127,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:13,2017-12-19 00:08:13,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00128,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:14,2017-12-19 00:08:14,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00129,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:16,2017-12-19 00:08:16,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00130,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:17,2017-12-19 00:08:17,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00131,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:18,2017-12-19 00:08:18,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00132,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:19,2017-12-19 00:08:19,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00133,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:21,2017-12-19 00:08:21,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00134,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:22,2017-12-19 00:08:22,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00135,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:23,2017-12-19 00:08:23,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00136,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:25,2017-12-19 00:08:25,73409.82,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00137,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:26,2017-12-19 00:08:26,73409.81,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00138,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_4226e99132,CA,Physical Port Down,2017-12-19 00:08:27,2017-12-19 00:08:27,73409.81,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00139,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:13,2017-12-19 01:57:13,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00140,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:14,2017-12-19 01:57:14,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00141,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:16,2017-12-19 01:57:16,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00142,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:17,2017-12-19 01:57:17,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00143,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:18,2017-12-19 01:57:18,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00144,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:19,2017-12-19 01:57:19,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00145,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:21,2017-12-19 01:57:21,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00146,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:22,2017-12-19 01:57:22,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00147,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:23,2017-12-19 01:57:23,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00148,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:24,2017-12-19 01:57:24,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00149,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:26,2017-12-19 01:57:26,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00150,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:27,2017-12-19 01:57:27,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00151,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:28,2017-12-19 01:57:28,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00152,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:30,2017-12-19 01:57:30,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00153,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:31,2017-12-19 01:57:31,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00154,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_21a7eae782,CA,Physical Port Down,2017-12-19 01:57:32,2017-12-19 01:57:32,73408.0,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,equipment_module
alarm_00155,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00156,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00157,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00158,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00159,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00160,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00161,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00162,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00163,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00164,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:39,2018-01-09 00:01:39,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00165,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:40,2018-01-09 00:01:40,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00166,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:01:40,2018-01-09 00:01:40,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00167,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:40,2018-01-09 00:01:40,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00168,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 00:01:40,2018-01-09 00:01:40,72905.93,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00169,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:27,2018-01-09 00:28:27,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00170,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:29,2018-01-09 00:28:29,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00171,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:30,2018-01-09 00:28:30,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00172,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:31,2018-01-09 00:28:31,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00173,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:33,2018-01-09 00:28:33,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00174,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:34,2018-01-09 00:28:34,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00175,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-09 00:28:35,2018-01-09 00:28:35,72905.48,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00176,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:03:57,2018-01-09 02:03:57,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00177,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:03:58,2018-01-09 02:03:58,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00178,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:03:59,2018-01-09 02:03:59,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00179,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:04:01,2018-01-09 02:04:01,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00180,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:04:02,2018-01-09 02:04:02,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00181,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:04:03,2018-01-09 02:04:03,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00182,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-09 02:04:05,2018-01-09 02:04:05,72903.89,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00183,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:07:35,2018-01-12 00:07:35,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00184,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:07:35,2018-01-12 00:07:35,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00185,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:07:36,2018-01-12 00:07:36,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00186,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 00:07:36,2018-01-12 00:07:36,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00187,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 00:07:36,2018-01-12 00:07:36,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00188,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 00:07:36,2018-01-12 00:07:36,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00189,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:07:37,2018-01-12 00:07:37,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00190,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 00:07:37,2018-01-12 00:07:37,72833.83,1,LOS,DOWN,UP,-,-,NORMAL,0.88,link_down
alarm_00191,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:13:49,2018-01-12 00:13:49,72833.73,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00192,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:13:49,2018-01-12 00:13:49,72833.73,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00193,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:13:50,2018-01-12 00:13:50,72833.72,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00194,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:13:51,2018-01-12 00:13:51,72833.72,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00195,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:13:53,2018-01-12 00:13:53,72833.72,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00196,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_ea13d97725,CA,Physical Port Down,2018-01-12 00:13:54,2018-01-12 00:13:54,72833.72,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00197,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 02:01:46,2018-01-12 02:01:46,72831.93,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00198,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 02:01:46,2018-01-12 02:01:46,72831.93,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00199,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 02:01:47,2018-01-12 02:01:47,72831.93,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
alarm_00200,current_alarm_snapshot,2026-05-04 17:57:19,CRITICAL,asset_5235efd7d0,CA,Physical Port Down,2018-01-12 02:01:48,2018-01-12 02:01:48,72831.93,1,SHUTDOWN,DOWN,DOWN,-,-,NORMAL,0.88,link_down
